error_type,word,gt_snippet,gt_index,whisper_snippet,whisper_index,score,dataset,folder
over,theyre,us some clue about the working capital management hi juan the working capital the behavior of the working capital so,9819,there no thank you thank you management okay high 1 theyre working the working capital the behavior of the working capital,9865,73.01587301587303,combined_21,4346923
over,theyre,latter half but we were certainly pleased our volumes ended very strong as from may so far this month were,5501,the latter half that we were suddenly pleased volumes and theyre very strong as for may so far this month were,5566,85.84905660377359,combined_21,4346923
over,theyre,clue about the working capital management hi juan the working capital the behavior of the working capital so far from,9821,okay working capital management okay hows it work 5 1 theyre working the behavior of the working capital so far from,9858,83.10502283105023,combined_21,4346923
under,theyre,deeply to us as a company both because we believe theyre the right thing to do but also because diverse and,1331,us as a company both because we believe they are the right thing to do but also because diverse and,1344,98.9795918367347,combined_21,4360674
under,theyre,year over year change or decline rates would you think theyre reaching a point where itll start to flatten out where,9282,year over year change or decline rates or do you think youre reaching a point where itll start to flatten,9144,94.28571428571428,combined_21,4360674
under,theyre,year over year change or decline rates would you think theyre reaching a point where itll start to flatten out where,9282,change or decline rates or do you think youre reaching a point where it will start to flatten out where,8995,93.13725490196079,combined_21,4360674
under,theyre,deeply to us as a company both because we believe theyre the right thing to do but also because diverse and,1331,us as a company both because we believe they are the right thing to do but also because diverse and,1323,98.9795918367347,combined_21,4360674
over,theyre,projects and some with the support from the ea eu but they are small projects so i think that in,3133,projects and some with the support from the eu but theyre small projects so i think that in the coming 2,3133,97.32620320855615,combined_21,4361631
over,theyre,before are working at the european hydrogen backbone plan and were working together for that i think by the end,4745,before are working at the european hydrogen backbone plan and theyre working together for that i think by the end of,4740,97.2972972972973,combined_21,4361631
over,theyre,within the natural gas for a certain amount of time there technically speaking we perfectly know whats the investments that,8512,within the natural gauze for a certain amount of time theyre technically speaking we perfectly know whats the investments that we,8400,96.7479674796748,combined_21,4361631
over,theyre,want that in spain or in that france or that in italy we have a higher percentage of hydrogen within,8493,i want that in spain or theyre in france or theyre in italy we have a higher percentage of hydrogen within,8324,89.0,combined_21,4361631
over,theyre,will say yes i want that in spain or in that france or that in italy we have a higher,8489,that will say yes i want that in spain or theyre in france or theyre in italy we have a higher,8320,87.05882352941177,combined_21,4361631
over,theyre,projects and some with the support from the ea eu but they are small projects so i think that in,3133,projects and some with the support from the eu but theyre small projects so i think that in the coming 2,3105,97.32620320855615,combined_21,4361631
over,theyre,projects and some with the support from the ea eu but they are small projects so i think that in,3133,projects and some with the support from the eu but theyre small projects so i think that in the coming 2,3078,97.32620320855615,combined_21,4361631
over,theyre,statements are based on managements current assessments and assumptions and they are subject to a number of risks and uncertainties,105,statements are based on managements current assessments and assumptions and theyre subject to a number of risks and uncertainties in addition,116,99.23076923076923,combined_21,4386541
over,theyre,seems to be more some retailers are taking a strategy with just spreading it all over a number of days,3220,seems to be more some retailers are taking strategy where theyre spreading it out over a number of days over the,2980,89.21568627450979,combined_21,4387332
over,theyre,million in line with our pre vious guidance range and representing a decrease of 10 9 from rmb 339 9,1587,minutes in line with our pre vious guidance range and theyre representing a decrease of 10 9 from rb 339 9,1664,92.46231155778895,combined_21,4389907
under,theyre,related products anybody thats really related to travel right now theyre seeing increases albeit small increases i think where were really,3330,related products anybody thats really related to travel right now were seeing increases albeit small increases i think where were,3254,97.67441860465115,combined_21,4392809
over,theyre,revenue so you know its theres still growth you know as far as the mix the product mix is concerned,6855,of 12 to 15 in terms sense of revenue so theyre still growing as far as the product mix is concerned,6646,79.28994082840237,combined_22,2020-Annual-Results-Call-Recording
over,theyre,the industry its really important because that would ensure that the objectives of smp are met broadly as opposed to,2730,the industry its really important because that will ensure that theyre objectives of smp are met broadly as opposed to a,2771,95.6896551724138,combined_22,2020-Annual-Results-Call-Recording
over,theyre,revenue so you know its theres still growth you know as far as the mix the product mix is concerned,6855,to 15 in terms of of revenue so you know theyre still growing as far as the product mix is concerned,6712,85.39325842696628,combined_22,2020-Annual-Results-Call-Recording
over,theyre,so you know its theres still growth you know as far as the mix the product mix is concerned and,6856,of 12 to 15 in terms of of revenue so theyre still growing as far as the product mix is concerned,6464,75.15923566878982,combined_22,2020-Annual-Results-Call-Recording
under,theyre,that we have in treasury for the last few years theyre quite good and sustainable so i think that for for,6105,that we had in treasury for the last few years they are quite good and sustainable so i think that,5945,97.43589743589743,combined_22,4423872
under,theyre,with recently on employees chair so as i said on theyre still around 300 people and in terms of the year,5287,recently on employees chat so as i said on cyberpunk there are still around 300 people and in terms of,5342,88.3248730964467,combined_22,4432298
under,theyre,with recently on employees chair so as i said on theyre still around 300 people and in terms of the year,5287,recently on employees chat so as i said that on cyberpunk there are still around 300 people and in terms,5356,85.71428571428572,combined_22,4432298
over,theyre,we they were in 2019 and 2020 they we okay expecting that this business will be more in the future,3724,they were in 2019 and 2020 they are okay and theyre making the if business here will be more attractive in,3927,76.92307692307692,combined_22,4443871
over,theyre,the companys banners have truly unique selling propositions as you know we have a mismatch so we consolidate the companys,1077,unique skills propositions as you know we have a found theyre mismatched vis à vis jd so we consolidate the companys,1165,82.92682926829268,combined_22,4443871
over,theyre,of june only 60 million euros above last years figure mainly impacted by the dividend payment of 140 million euros,619,of june only 60 million years above last years figure theyre mainly impacted by the dividend payment of 140 million euros,669,92.10526315789474,combined_22,4443871
over,theyre,6 3 or 8 8 at constant exchange rates underpinned by the performance of all our banners biedronka grew throughout,120,6 3 or 8 8 at constant exchange rates and theyre pined by the performance of all our banners biedronka grew,129,95.69377990430623,combined_22,4443920
over,theyre,chilean market shares h so on the first 1 obviously ve very solid on your international operation when i look,2256,on chile market shares so on the first 1 obviously theyre very solid on your international operation when i look at,2178,95.41284403669725,combined_22,4446796
over,theyre,chilean market shares h so on the first 1 obviously ve very solid on your international operation when i look,2256,on chile market shares so on the first 1 obviously theyre very solid on your international operation when i look at,2204,95.41284403669725,combined_22,4446796
under,theyre,provision fee in central america particularly in panama given that theyre later in the process of finishing reliefs in absence of,7179,in central america particularly in panama that they are later in the process of finishing reliefs in that sense of,7032,92.98245614035088,combined_22,4448760
over,theyre,is the profile of coming from proprietors or through the conversion to the learn assistance that would be super helpful,3123,is the profile of using dates like that you see theyre coming from proprietors or through the conversion to their new,3095,78.35051546391753,combined_22,4450779
over,theyre,of driven by any competitive pre ssures were were there sort of more competitive pre ssures than you anticipated at,4078,was sort of driven by any competitive pre ssures where theyre sort of more competitive pre ssures than you anticipated at,4147,96.91629955947137,combined_22,4452058
over,theyre,the 200 million share program is welcome thinking about it thoughin the context at this point of accelerating the program,8001,the 200 million share program is welcome thinking about it theyre in the context at this point of accelerating the program,7676,95.86776859504133,combined_22,4463259
over,theyre,very very limited give us lets say some let lets say in in i would say not a negative view,4124,very limited give us lets say samples lets say if theyre in i would say not a negative view for the,4260,87.77777777777777,combined_22,4464164
over,theyre,the transmission system for the period of 2020 2022 were already pre sented as a result we expect that the,1651,the transmission system for the period of 2020 2023 where theyre already pre sented as a result we expect that the,1747,91.50943396226415,combined_22,4464164
over,theyre,figures are good at anticipating sectoral performance and they are signaling that important contributors to gdp such as retail manufacturing,901,levels these figures are good at anticipating sectoral performance and theyre signaling that important contributors to gdp such as retail manufacturing,923,99.28057553956835,combined_22,4466718
over,theyre,the ex alstom project or the ex bombardier project they are all the managers as any projects duprey of course,5581,the the x actome project or the x bombardier project theyre all manageable as any projects locally of course with a,5729,85.71428571428572,combined_22,4468000
over,theyre,give guidance yet more specifically but looking at consensus expectations theres certainly the view that free cash flow next year,6193,give guidance yet more specifically but looking at consensus expectations theyre certainly the view that free cash flow next year will,6317,99.2248062015504,combined_22,4468000
under,theyre,but quotation will be expensive and the local content unfortunately theyre appreciated by the customers in europe reason why having no,9147,transportation will be expensive and there are local contractors unfortunately appreciated by the customers in europe even while having no,8800,85.71428571428572,combined_22,4468678
under,theyre,chat we will read and answer them in the order theyre received also please make sure your name and company are,2450,zoom chat we will read and answer them in the order received also please make sure your name and company,2500,93.26923076923077,combined_22,4468679
under,theyre,chat we will read and answer them in the order theyre received also please make sure your name and company are,2450,zoom chat we will read and answer them in the order received also please make sure your name and company,2454,93.26923076923077,combined_22,4468679
under,theyre,chat we will read and answer them in the order theyre received also please make sure your name and company are,2450,zoom chat we will read an answer then in the order received also please make sure your name and company,2403,91.2621359223301,combined_22,4468679
over,theyre,first way we we are trying to increase the use of alternative fuels mainly in rio claro and in our,5529,way we are trying to increase the use of but theyre not the fuels mainly in rio clarone and in our,5512,88.42105263157895,combined_22,4469208
under,theyre,point of time when they acquired new customers quite intensively theyre a bit of a less kind of pre dictable and,4246,point of time of when they acquired new customers quite intensely they are a bit less kind of pre dictable,4132,93.39622641509435,combined_22,4469590
under,theyre,but there are certain big contracts with very large enterprises theyre underway that actually may kind of be a slim factor,4209,but there are certain big contracts with very large enterprises that are underway that actually may kind of be a,4093,97.2972972972973,combined_22,4469590
under,theyre,and administrative expenses adjusted for spo and mna related costs theyre 8 4 relatively flat compared to 9 in the third,1871,administrative expenses adjusted for spo and ma related costs were 8 4 relatively flat compared to 9 in the third,1852,96.46017699115043,combined_22,4469590
under,theyre,trying to kind of pre dict these answers and then theyre going to minimize the questions we ask so that that,3435,trying to kind of pre dict the answers and kind of minimize the questions we ask so thats clearly targeted,3368,82.46445497630332,combined_22,4469590
under,theyre,its either there are or not its its certain regions theyre talking some local decisions so that should have im impact,4095,its not that its either there are or not its certain regions that they can so local decisions so its,3980,82.29166666666666,combined_22,4469590
under,theyre,and i think it we were always guided this because theyre deprived of certain benefits of nationwide very assertive marketing that,4621,i think were always guided this way because they are deprived of certain benefits of nationwide very effective marketing that,4497,92.0,combined_22,4469590
under,theyre,to the average average industrial wages coefficient we dont know theyre coefficient for the next year because its published after the,5357,the average average industrial wages co efficient we dont know the coefficient for the next year because its published after,5268,97.58064516129032,combined_22,4470253
under,theyre,costs financing costs of these contracts the contracts remain valid theyre in full force and in effect as our credit agreements,2679,costs of these contracts the contracts remain valid they are in full force and in effect as our credit agreements,2571,99.10714285714286,combined_22,4470253
over,theyre,this would be better answered by you because you are responsible directly so please well let me answer mariano mariana,4318,this would be better answered by you because you are theyre responsible so please well let me answer thank you i,4341,87.89237668161435,combined_22,4470663
over,theyre,situation for example in franca we we did this why because there next year in the first semester everything will,4931,situation for example in franca we did this why because theyre next year in the first semester everything will be okay,4832,98.1981981981982,combined_22,4470663
over,theyre,spending on technology around telephone systems and the like you used to for instance have different 1 is you used,7577,can actually centralized spending on technology around telephone systems and theyre likely used so for instance have different 1 is you,7476,93.75,combined_22,4470684
over,theyre,to embed the thinking around climate change around sustainability goals there fundamentally into our business we have we have a,2108,to embed the thinking around climate change around sustainability goals theyre fundamentally into our business we have a policy on coal,2112,96.7741935483871,combined_22,4470684
over,theyre,counting on a strong catch up in the fourth quarter and were comfortable it will take place were also advancing,684,on a strong catch up in the fourth quarter and theyre comfortable it will take place we are also advancing on,727,95.73459715639811,combined_22,4471586
under,theyre,the migros onboarding is it exclusive to hepsiburada or but theyre also pre senting themselves in other platforms so honestly the,8706,onboarding is it exclusive to hefso brothel or are they also pre senting themselves in other platforms so honestly the,8770,90.67796610169492,combined_22,4471606
under,theyre,the migros onboarding is it exclusive to hepsiburada or but theyre also pre senting themselves in other platforms so honestly the,8706,regarding the migros onboarding is it exclusive to hepsiburada or that are also pre senting themselves in other platforms honestly,8577,93.17269076305222,combined_22,4471606
over,theyre,topsides of fixed ice resistant and living platforms they are almost 90 complete and slated for offshore installation in the,1383,of top signs of fixed ice resistant and living platforms theyre almost 90 complete and slated for offshore installation in the,1402,97.16599190283401,combined_22,4471809
over,theyre,construction of topsides of fixed ice resistant and living platforms they are almost 90 complete and slated for offshore installation,1381,construction of topsides of fixed ice resistant and living platforms theyre almost 90 complete and slated for offshore installation in the,1391,99.24242424242425,combined_22,4471809
over,theyre,the range or something i mean do you expect ebitda below 120 billion or is that a wide range guidance,2758,the range or something i mean do you expect that theyre below 120 billion or is that a wide range guidance,2667,91.0891089108911,combined_22,4471961
over,theyre,for these releases or or maybe there are maybe already enough boxes left from the time of the m main,6142,have to provide additional boxes for these releases or maybe theyre already enough boxes left from the time of the main,6193,91.39784946236558,combined_22,4472403
over,theyre,revenues coming from our intellectual properties with fiver so this positive tax from the was relatively low as big part,3912,intellectual properties with 5 so this positive talks from so theyre probably crats was relatively low as a big part of,3937,83.17757009345794,combined_22,4472403
over,theyre,work at at the end of q2 21 and the answers simple around 50 next question from cyberpunk 2077 we,7173,spoko at the end of due to to anyone and theyre also as simple around 50 next question from marek kazimierczak,7176,72.16494845360825,combined_22,4472403
over,theyre,and develop within our franchises but still maintaining partial independence i mean their identity and just the molasses case kind,4781,within our franchises but still maintaining partial independence i mean theyre an identity and this is the molasses flap case kind,4850,91.93548387096774,combined_22,4472403
over,theyre,q3 like the pmi gst collections waybills etc etc but also up to date about the cpi or rbi policy,160,the pmi gst collections 3 variables et cetera et cetera theyre also up to date about the cpi or the policy,172,75.0,combined_22,4479944
over,theyre,averaged in the past call it 1 2 1 3 thereabout thats the kind of range at which the total,3576,averaged in the past call it 1 2 1 3 theyre about thats the kind of range at which the total,3600,97.77777777777777,combined_22,4479944
over,theyre,like the pmi gst collections waybills etc etc but also up to date about the cpi or rbi policy rate,161,in q3 like the pmi gst collections vables etc etc theyre also up to date about the cpi rbi policy rate,167,91.75257731958763,combined_22,4479944
over,theyre,for the weekend otherwise the business continued to work as them almost limping back to normal except that many organizations,2103,for the weekend otherwise the business continued to work as theyre almost limping back to normal except that many organizations are,2044,97.6,combined_22,4481221
over,theyre,for the weekend otherwise the business continued to work as them almost limping back to normal except that many organizations,2103,for the weekend otherwise the businesses continue to work as theyre almost limping back to normal except that many organizations are,2034,96.0,combined_22,4481221
over,theyre,for the weekend otherwise the business continued to work as them almost limping back to normal except that many organizations,2103,for the weekend otherwise the business continues to work as theyre almost limping back to normal except that many organizations are,2070,96.8,combined_22,4481221
under,theyre,actually we dont see clear type c customer in europe theyre either type a or bs and then type a customer,5845,actually we dont see clear type c customer in europe they are either type a or b and then type,5830,98.3957219251337,combined_22,4481904
under,theyre,that was mitsubishi heavy industry machine tool division and now theyre in our hand and then at the same time we,4666,that was the mitsubishi heavy industry machine tool divisions and now they are in our hand and then sometimes we,4629,91.96428571428571,combined_22,4481904
under,theyre,that was mitsubishi heavy industry machine tool division and now theyre in our hand and then at the same time we,4666,builders that was mitsubishi heavy industry machine tool divisions and now they are in our hand and then sometimes we,4550,93.63636363636364,combined_22,4481904
under,theyre,actually we dont see clear type c customer in europe theyre either type a or bs and then type a customer,5845,actually we dont see clear type c customer in europe they are either type a or b and then type,5703,98.3957219251337,combined_22,4481904
over,theyre,red lake produced 20000 ounces for the quarter and although the all in sustaining cost is not where we need,1773,red lake produced 20000 ounces for the quarter and although theyre all interesting in cost its not where we need it,1760,90.65420560747664,combined_22,4481952
over,theyre,as we discussed before on randys questions i think there there the good thing about having a portfolio approach is,3289,think as we discussed before on language questions i think theyre the the good thing about having a portfolio approach is,3373,93.85964912280701,combined_22,4482110
under,theyre,from morgan stanley please go ahead hi good morning theyre theyre kind of follow up to thanks very much for the,9915,serrano from morgan stanley please go ahead hi good morning the kind of follow up thanks very much for the,9496,87.73584905660378,combined_22,4482609
under,theyre,serrano from morgan stanley please go ahead hi good morning theyre theyre kind of follow up to thanks very much for,9914,álvaro serrano from morgan stanley please go ahead hi good morning the kind of follow up thanks very much for,9495,88.07339449541286,combined_22,4482609
over,theyre,g how should we see your prospect toward 2023 ishida speaking given the 30 growth in 2021 20 in 2022,3205,should i see your prospect for 2023 3 you see theyre speaking given the 30 growth in 2021 20 in 2022,3223,86.5979381443299,combined_22,4482641
over,theyre,strong demand in the sp base stations well above the biases have more than offset so then the on all,975,strong demand in base stations available devices have more than theyre upset so in honor of all these installations we could,956,73.84615384615385,combined_22,4483046
over,theyre,prototype no its a production tooling they use them in the molds and in more and more of our moulds,3939,it a prototype part its a hard day production tooling theyre used in the molds and more and more of our,3833,83.24873096446701,combined_22,4483623
over,theyre,a prototype no its a production tooling they use them in the molds and in more and more of our,3938,is it a prototype part i would say production tooling theyre used in the molds and more and more of our,3810,84.04255319148936,combined_22,4483623
over,theyre,a prototype no its a production tooling they use them in the molds and in more and more of our,3938,or is it a prototype no its a production tooling theyre used in the molds and more and more of our,3776,93.98907103825137,combined_22,4483623
under,theyre,dont of course we do not know yet exactly where theyre going to be yeah but again what we said in,7604,course we do not know yet exactly where they are going to be yeah but again what we said in,7559,98.88888888888889,combined_22,4483912
over,theyre,surprising thats more on the discovery side i think their product set and have you actually signed the deferral there,8825,bit surprising thats more on the discovery side i think theyre product set and have you actually signed the deferral there,8772,98.29059829059828,combined_22,4484146
over,theyre,cloud they are durable competitive advantage in parallel thats what bernard say we are helping our clients also to transform,4625,cloud they are durable competitive advantage in parallel thats what theyre not say we are helping our clients also to transform,4636,94.35483870967742,combined_22,4484146
under,theyre,longer as much as current energy prices because maybe theyre theyre high but but i wouldve i i was just like,5029,longer as much as current energy prices because maybe they are high but i was just trying to get a,4970,84.15300546448088,combined_22,4484942
under,theyre,or 15 of the overall cost of aurubis and therefore theyre off 2 thirds are hedged and that holds true for,7106,15 of the overall cost of our hubis and therefore thereof 2 thirds are hedged and that holds true for,6992,96.03960396039604,combined_22,4484942
under,theyre,any longer as much as current energy prices because maybe theyre theyre high but but i wouldve i i was just,5028,any longer as much as current energy prices because maybe they are high but i was just trying to get,4969,85.71428571428572,combined_22,4484942
under,theyre,into this the demo production in march thats when when theyre going to start and we will see the hopefully the,5648,into this demo production in march thats when were going to start and we will see hopefully the full confirmation,5570,92.6829268292683,combined_22,4484942
over,theyre,a 1000 and the average was closer to like 5 600 and and i just i just wondered if you,5401,woods at over a 1000 and the average was closer theyre like 5 6 100 and i just wondered if you,5278,88.48484848484848,combined_22,4485192
over,theyre,our guests and be able to welcome them back once they back once the lockdown is finally lifted in addition,3844,our guests and be able to welcome them back once theyre back once the lockdown is finally lifted in addition we,3803,98.11320754716981,combined_22,MP3-A
over,commerce,much impact and thats probably 2 thirds of our ecommerce business the piece that is more dilutive is the ship,6262,not much impact and thats probably 2 thirds of our commerce business the piece that is more dilutive is the ship,6095,99.53917050691244,combined_21,4385939
over,commerce,good morning good morning youve talked about the the increase in ecommerce sales even if it it mightve decelerated a,5978,good morning good morning youve talked about the increase in commerce sales even if it might have decelerated a a little,5824,95.15418502202643,combined_21,4385939
over,commerce,the holiday we dialed up ecommerce as consumer shifted to ecommerce and because we had invested in capabilities in that,2107,the holiday we dialed up commerce as consumers shifted to commerce and because we had invested and capabilities in that we,2070,97.47899159663865,combined_21,4385939
over,commerce,consumers safe ways to celebrate the holiday we dialed up ecommerce as consumer shifted to ecommerce and because we had,2102,consumers safe ways to celebrate the holiday we dialed up commerce as consumers shifted to commerce and because we had invested,2065,98.73417721518987,combined_21,4385939
over,commerce,the pandemic impact in the marketplace for us on our ecommerce business weve seen very significant growth across the board,6119,the pandemic impact in the marketplace for us on our commerce business weve seen very significant growth across the board but,5958,99.58847736625515,combined_21,4385939
over,commerce,that you know weve said in the past that overall ecommerce margins are a little bit dilutive and its there,6228,that you know weve said in the past that overall commerce margins are a little bit dilutive and its there as,6062,99.52606635071089,combined_21,4385939
over,commerce,i mentioned we were able to dial in and accelerate ecommerce and i i think as we look to next,4964,i mentioned we were able to dial in and accelerate commerce and i think as we look to next year we,4844,98.36065573770492,combined_21,4385939
over,commerce,the holiday we dialed up ecommerce as consumer shifted to ecommerce and because we had invested in capabilities in that,2107,the holiday we dialed up commerce as consumers shifted to commerce and because we had invested in capabilities in that we,2083,98.73417721518987,combined_21,4385939
over,commerce,consumers safe ways to celebrate the holiday we dialed up ecommerce as consumer shifted to ecommerce and because we had,2102,consumers safe ways to celebrate the holiday we dialed up commerce as consumers shifted to commerce and because we had invested,2078,98.73417721518987,combined_21,4385939
over,commerce,i mentioned we were able to dial in and accelerate ecommerce and i i think as we look to next,4964,i mentioned we were able to dial in and accelerate commerce and i think as we look to next year we,4878,98.36065573770492,combined_21,4385939
over,commerce,good morning youve talked about the the increase in ecommerce sales even if it it mightve decelerated a little bit,5980,thank you good morning youve talked about the increase in commerce sales even if it might have decelerated a little bit,5861,95.06726457399103,combined_21,4385939
over,commerce,much impact and thats probably 2 thirds of our ecommerce business the piece that is more dilutive is the ship,6262,not much impact and thats probably 2 thirds of our commerce business the piece that is more dilutive is the ship,6126,99.53917050691244,combined_21,4385939
over,commerce,that you know weve said in the past that overall ecommerce margins are a little bit dilutive and its there,6228,that you know weve said in the past that overall commerce margins are a little bit dilutive and its there as,6093,99.52606635071089,combined_21,4385939
over,commerce,the pandemic impact in the marketplace for us on our ecommerce business weve seen very significant growth across the board,6119,the pandemic impact in the marketplace for us on our commerce business weve seen very significant growth across the board but,5995,99.58847736625515,combined_21,4385939
over,commerce,i mentioned we were able to dial in and accelerate ecommerce and i i think as we look to next,4964,i mentioned we were able to dial in and accelerate commerce and i think as we look to next year we,4708,98.36065573770492,combined_21,4385939
over,commerce,good morning good morning youve talked about the the increase in ecommerce sales even if it it mightve decelerated a,5978,good morning good morning youve talked about the increase in commerce sales even if it might have decelerated a little bit,5589,95.15418502202643,combined_21,4385939
over,commerce,much impact and thats probably 2 thirds of our ecommerce business the piece that is more dilutive is the ship,6262,not much impact and thats probably 2 thirds of our commerce business the piece that is more dilutive is the ship,5851,99.53917050691244,combined_21,4385939
over,commerce,consumers safe ways to celebrate the holiday we dialed up ecommerce as consumer shifted to ecommerce and because we had,2102,consumers safe ways to celebrate the holiday we dialed up commerce as consumers shifted to commerce and because we had invested,2012,98.73417721518987,combined_21,4385939
over,commerce,the holiday we dialed up ecommerce as consumer shifted to ecommerce and because we had invested in capabilities in that,2107,the holiday we dialed up commerce as consumers shifted to commerce and because we had invested in capabilities in that we,2017,98.73417721518987,combined_21,4385939
over,commerce,that you know weve said in the past that overall ecommerce margins are a little bit dilutive and its there,6228,that you know weve said in the past that overall commerce margins are a little bit dilutive and its there as,5818,99.52606635071089,combined_21,4385939
over,commerce,the pandemic impact in the marketplace for us on our ecommerce business weve seen very significant growth across the board,6119,the pandemic impact in the marketplace for us on our commerce business weve seen very significant growth across the board but,5722,99.58847736625515,combined_21,4385939
over,commerce,as this years geopolitical issues so far video and ecommerce were the only sources of advertising growth in this quarter,2775,well as this years geopolitical issues short form video and commerce were the only sources of advertising goals in this quarter,2944,93.33333333333333,combined_21,4389907
over,commerce,business initiatives were now taking active steps to expand our ecommerce business by upgrading our ecommerce products and building out,3271,business initiatives were now taking active steps to expand our commerce business by upgrading our commerce products building out our own,3473,97.72727272727273,combined_21,4389907
over,commerce,also develop additional growth drivers such new area as ecommerce product reviews and our regional ip programs over the long,3608,also develop additional growth drivers such new era as new commerce product reviews and original ip programs over the long term,3847,95.1219512195122,combined_21,4389907
over,commerce,own supply chain to further improve the monetization capabilities of our ecommerce business we hope to share our business progress,3292,own supply chain to further improve the monetization capabilities about commerce business we hope to share our business progress on this,3493,96.89922480620154,combined_21,4389907
over,commerce,our in both the short form video and the ecommerce spaces the majority of our original content is now produced,2813,our pre sence in both the show form video and commerce spaces the majority of our original content is now produced,2983,94.7867298578199,combined_21,4389907
over,commerce,to expand our ecommerce business by upgrading our ecommerce products and building out our own supply chain to further improve,3278,active steps to expand our commerce business by upgrading our commerce products building out our own supply chain to further improve,3478,97.54098360655738,combined_21,4389907
over,commerce,5 industries covered by our advertising business are auto ecommerce fmcg financial services and internet services those industries which have,2624,top 5 industries covered by our advertising business are auto commerce fmcg financial services and the internet services and those industries,2791,95.20295202952029,combined_21,4389907
over,commerce,effort and in like the short form video and the ecommerce spaces so next year there will be challenges but,3836,effort and in like the show form video and the commerce basis so next year there will be challenges but we,4084,94.73684210526316,combined_21,4389907
over,commerce,as the popularity of short term videos and the live streaming ecommerce which continues to gain market share during the,2442,the popularity of show form videos and a live streaming commerce which continue the 2 games what they shared during the,2588,85.1063829787234,combined_21,4389907
over,commerce,initiatives were now taking active steps to expand our ecommerce business by upgrading our ecommerce products and building out our,3272,initiatives we are now taking active steps to expand our commerce business by upgrading our commerce products and building out our,3384,98.46153846153847,combined_21,4389907
over,commerce,also develop additional growth drivers such new area as ecommerce product reviews and our regional ip programs over the long,3608,also develop additional goals drivers in such a new era commerce product reviews and original ip programs over the long term,3746,89.7119341563786,combined_21,4389907
over,commerce,top 5 industries covered by our advertising business are auto ecommerce fmcg financial services and internet services those industries which,2623,top 5 industries covered by our advertising business are auto commerce fmcg financial services and the internet services those industries which,2714,97.14285714285714,combined_21,4389907
over,commerce,our in both the short form video and the ecommerce spaces the majority of our original content is now produced,2813,our pre sent in both the show form video and commerce spaces the majority of our original content is now produced,2908,94.7867298578199,combined_21,4389907
over,commerce,effort and in like the short form video and the ecommerce spaces so next year there will be challenges but,3836,a lot of effort in the short form video and commerce spaces this so next year there will be challenges but,3971,90.64039408866995,combined_21,4389907
over,commerce,steps to expand our ecommerce business by upgrading our ecommerce products and building out our own supply chain to further,3277,active steps to expand our commerce business by upgrading our commerce products and building out our own supply chain to further,3389,99.18032786885246,combined_21,4389907
over,commerce,supply chain to further improve the monetization capabilities of our ecommerce business we hope to share our business progress on,3293,supply chain to further improve the monetization capabilities of our commerce business we hope to share our business progress on this,3406,99.61089494163424,combined_21,4389907
over,commerce,popularity of short term videos and the live streaming ecommerce which continues to gain market share during the quarter as,2444,as the popularity of show form videos and live streaming commerce which continued to gain market share during the quarter as,2533,94.16666666666667,combined_21,4389907
over,commerce,as this years geopolitical issues so far video and ecommerce were the only sources of advertising growth in this quarter,2775,well as listeners jill political issues show some video and commerce were the only sources of advertising growth in this quarter,2869,88.79310344827587,combined_21,4389907
over,commerce,as this years geopolitical issues so far video and ecommerce were the only sources of advertising growth in this quarter,2775,well as this years geopolitical issues short form video and commerce were the only sources of advertising growth in this quarter,2883,95.83333333333334,combined_21,4389907
over,commerce,also develop additional growth drivers such new area as ecommerce product reviews and our regional ip programs over the long,3608,also develop additional growth drivers in such new areas as commerce product reviews and original ip programs over the long term,3744,95.54655870445345,combined_21,4389907
over,commerce,5 industries covered by our advertising business are auto ecommerce fmcg financial services and internet services those industries which have,2624,top 5 industries covered by our advertising business are auto commerce fmcg financial services and internet services those industries which have,2722,99.644128113879,combined_21,4389907
over,commerce,a lot of effort and in like the short form video and the ecommerce spaces so next year there will,3833,a lot of effort and the short form video and commerce spaces so next year there will be challenges but we,3961,92.81767955801105,combined_21,4389907
over,commerce,steps to expand our ecommerce business by upgrading our ecommerce products and building out our own supply chain to further,3277,active steps to expand our commerce business by upgrading our commerce products and building out our own supply chain to further,3398,99.18032786885246,combined_21,4389907
over,commerce,initiatives were now taking active steps to expand our ecommerce business by upgrading our ecommerce products and building out our,3272,initiatives we are now taking active steps to expand our commerce business by upgrading our commerce products and building out our,3393,98.46153846153847,combined_21,4389907
over,commerce,supply chain to further improve the monetization capabilities of our ecommerce business we hope to share our business progress on,3293,supply chain to further improve the monetization capabilities of our commerce business we hope to share our business progress on this,3415,99.61089494163424,combined_21,4389907
over,commerce,our in both the short form video and the ecommerce spaces the majority of our original content is now produced,2813,our pre sence in both the short form video and commerce spaces the majority of our original content is now produced,2922,96.22641509433963,combined_21,4389907
over,commerce,popularity of short term videos and the live streaming ecommerce which continues to gain market share during the quarter as,2444,as the popularity of short form videos and live streaming commerce which continued to gain market share during the quarter as,2543,95.4356846473029,combined_21,4389907
over,commerce,had a lot of savings on incoming international calls and then on the opex side we also had some optimizations,3073,we had a lot of savings on income in international commerce and then on the opec side we also had some,3033,90.35532994923858,combined_22,2020-03-0230487MTN-Ghana-2019-Annual-Results-Call
over,commerce,less the number we are seeing its important to mention we do see commercial aviation coming back to historical levels,3901,the number youre seeing its important to mention to reduce commerce or via share were coming back to historical levels at,3937,80.34188034188034,combined_22,4449269
