number,gt_snippet,whisper_snippet,type,variant,score,dataset,folder
80,were also supporting the safety and wellbeing of our employees 80 of houses have allowed employees to work flexible hours part,supporting the safety and well being of our employees of maisons houses have allowed employees to work flexible hours part,missing,whisper-large-v3-turbo,94.9579831932773,combined_22,4482311
80,were also supporting the safety and wellbeing of our employees 80 of houses have allowed employees to work flexible hours part,supporting the safety and well being of our employees of maisons houses have allowed employees to work flexible hours part,missing,whisper-large-v3-turbo,94.9579831932773,combined_22,4482311
1,during the fashion show it was both moving and instructive 1 of the details of everything that dior does its remarkable,during the fashion show it was both moving and instructive i wanted details of everything that dior does its remarkable,missing,GPT-4o mini Transcribe,95.7983193277311,combined_22,4482311
10,the first ever sports betting partnership within the storied big 10 conference and follows our deal with the university of colorado,ever sports betting partnership within the the story big ten conference and follows our deal with the university of colorado,missing,whisper-small,94.6938775510204,combined_22,4482383
10,the first ever sports betting partnership within the storied big 10 conference and follows our deal with the university of colorado,first ever sports betting partnership within the storied big ten conference and follows our deal with the university of colorado,missing,whisper-large-v3-turbo,98.0392156862745,combined_22,4482383
1,to use that so and so now lets see which 1 of the projects will be actually eventually come to conclusion,planning to use this so now lets see which of the projects will be actually eventually come to a conclusion,missing,whisper-small,93.59605911330048,combined_22,4482569
0,conference call please signal an operator by pre ssing then 0 on your touch tone phone please note that this conference,at least signal an operator by pre ssing star then zero on your touchstone phone please note that this conference,missing,whisper-small,92.16589861751152,combined_22,4482569
0,conference call please signal an operator by pre ssing then 0 on your touch tone phone please note that this conference,at least signal an operator by pre ssing star then zero on your touchstone phone please note that this conference,missing,whisper-small,92.16589861751152,combined_22,4482569
3,to continue to do well as well in the next 3 quarters to come there is still a lot of market,planning to continue to do well also in the next quarters to come there is still a lot of markets,missing,whisper-large-v3-turbo,94.44444444444444,combined_22,4482569
2,date well probably get the feedback we we had a 2 months to submit some data as part as part of,to around that date well probably get a feedback we had too much to submit certain data as part of,missing,whisper-large-v3-turbo,79.7752808988764,combined_22,4482569
0,conference call please signal an operator by pre ssing then 0 on your touch tone phone please note that this conference,conference call please signal an operator by pre ssing star then zero on your touchtone phone please note that this,missing,whisper-large-v3-turbo,95.06726457399103,combined_22,4482569
3,dont think likely to see a launch in the next 3 months got it okay thank you very much for taking,dont think likely to see a launch in the next few months okay thank you very much for taking my,missing,GPT-4o mini Transcribe,91.57894736842105,combined_22,4482569
2,on m movement of people and material unlike pre vious 2 waves of pandemic and mixed sentiments on the lethal impact,on moment of people and material unlike pre vious to ways of pandemic and make sentiments on the lesser impact,missing,whisper-small,89.0909090909091,combined_22,4482613
9,tackle current and emerging risk these pillars are supported by 9 aims that have specific quantifiable targets to track our pro,tackle current and emerging risks these pillars are supported by the i names that have specific quantifiable targets to track,missing,whisper-small,95.90163934426229,combined_22,4482613
4,now should ask for the financial bids anytime in quarter 4 and as it goes we would have we have you,now should ask for the financial bids anytime in quarter food and as it goes we have participated in the,missing,whisper-large-v3-turbo,88.17204301075269,combined_22,4482613
5,sumably as you mentioned your hpc customers will adapt or 5 nano g and i assume that will lead to your,sumably as you mentioned your hpc customers will adapt more fives and energy and they if youre in debt with,missing,whisper-small,78.97435897435898,combined_22,4482641
2,and we received many orders placed conventional timing we suggested 2 hour lead times although our products lead times have not,placed ariya zandi conventional timing with respect to our lead times or is all our products late times have not,missing,whisper-small,77.72511848341233,combined_22,4482641
100,back to the capex figure maybe i will im not 100 sure that i got it right is the is the,back to the capex figure maybe i will im not im just not sure if i got it right is,missing,whisper-small,87.34177215189874,combined_22,4482682
100,back to the capex figure maybe i will im not 100 sure that i got it right is the is the,not to maybe can we come back to the capex figure maybe i will and im going to tell the,missing,whisper-large-v3-turbo,72.48322147651007,combined_22,4482682
2022,updated as part of an annualized reporting cycle in february 2022 we anticipate seeing a transition between the open pit and,updated as part of an annualised reporting cycle in february we anticipate seeing a transition between the occapid and underground,missing,whisper-small,93.38842975206612,combined_22,4482968
2022,updated as part of an annualized reporting cycle in february 2022 we anticipate seeing a transition between the open pit and,updated as part of an annualised reporting cycle in february we anticipate seeing a transition between the occapid and underground,missing,whisper-small,93.38842975206612,combined_22,4482968
8,first time in december and global ev penetration reaching approximately 8 growth is expected to be sustained and this is driving,first time in december and global ev penetration reaching approximately growth is expected to be sustained and this is driving,missing,whisper-small,98.41269841269842,combined_22,4482976
8,first time in december and global ev penetration reaching approximately 8 growth is expected to be sustained and this is driving,first time in december and global ev penetration reaching approximately growth is expected to be sustained and this is driving,missing,whisper-small,98.41269841269842,combined_22,4482976
2020,design and operating assumptions in the bankable feasibility study from 2020 in addition the detailed engineering and critical long lead equipment,design and operating assumptions in the bankable feasibility study thank you for your time in addition the detailed engineering and,missing,whisper-small,90.32258064516128,combined_22,4482976
6,in europe sire is signing during the quarter of a 6 volume off site agreement with tesla for material from the,and in europe sir is signing during the quarter of a fixed volume and price offtake agreement with tesla for,missing,whisper-small,87.0,combined_22,4482976
8,first time in december and global ev penetration reaching approximately 8 growth is expected to be sustained and this is driving,first time in december and global ev penetration reaching approximately growth is expected to be sustained and this is driving,missing,whisper-small,98.41269841269842,combined_22,4482976
1,of the global and relevant regional factory manufacturing capacity part 1 and announcements as well as the resulting graphite factory material,the global and relevant regional battery capacity pipeline forecast and announcements as well as the resultant graphite battery anode material,missing,whisper-large-v3-turbo,81.13879003558719,combined_22,4482976
1,of the global and relevant regional factory manufacturing capacity part 1 and announcements as well as the resulting graphite factory material,of the global and relevant regional battery manufacturing capacity pipeline forecast and announcements as well as the resultant graphite battery,missing,GPT-4o mini Transcribe,85.91549295774648,combined_22,4482976
6,in europe sire is signing during the quarter of a 6 volume off site agreement with tesla for material from the,us and in europe sar signing during the quarter of a fixed volume and price offtake agreement with tesla for,missing,GPT-4o mini Transcribe,83.0,combined_22,4482976
1,and apologies were going over the same ground here but 1 was to extend concern are you expecting the bmx option,and apologize if were going over the same ground here that you can confirm are you expecting to be a,missing,whisper-small,82.0,combined_22,4482983
2,to to the production environment the wa mining companies no 2 ways about it though it should be relatively transitory ie,to the reduction environment the wa mining company its not too bad but that should be relatively transitory try measuring,missing,whisper-small,85.08771929824562,combined_22,4482983
1,and apologies were going over the same ground here but 1 was to extend concern are you expecting the bmx option,and apologize if were going over the same ground here that you can confirm are you expecting to be a,missing,whisper-small,82.0,combined_22,4482983
2,to to the production environment the wa mining companies no 2 ways about it though it should be relatively transitory ie,to the reduction environment the wa mining company its not too bad but that should be relatively transitory try measuring,missing,whisper-small,85.08771929824562,combined_22,4482983
1,what we think superior product to markets are so the 1 is of space and we look forward to updating on,what we think is a superior product to market we want to stay and we look forward to updating on,missing,whisper-small,82.29166666666666,combined_22,4482983
3,any primary hydroxide producer ie straight from hydroxide its probably 3 things hydroxide through carbonate a very low cost process of,any primary hydroxide produced ie straight from sodium and hydroxide is probably twisting hydroxide to carbonate a very low cost,missing,whisper-small,89.2430278884462,combined_22,4482983
4,players involved i guess thats right right in time floats 4 boats so so yeah its pre tty much that that,players involved i guess thats right right inside all boats so yeah its pre tty much that logic and ultimately,missing,whisper-small,89.11917098445596,combined_22,4482983
1,and apologies were going over the same ground here but 1 was to extend concern are you expecting the bmx option,and apologize if were going over the same ground here that you can confirm are you expecting to be a,missing,whisper-small,82.0,combined_22,4482983
2,been dealing with and especially while were ramping up the 2 plants when something breaks or when weve got to do,been dealing with especially while were ramping up the soup plants when something breaks well when weve got to do,missing,whisper-large-v3-turbo,92.85714285714286,combined_22,4482983
3,any primary hydroxide producer ie straight from hydroxide its probably 3 things hydroxide through carbonate a very low cost process of,any primary hydroxide producer ie straight from fodgibane for hydroxide hes probably twisting hydroxide to carbon a very low cost,missing,whisper-large-v3-turbo,86.5079365079365,combined_22,4482983
3,any primary hydroxide producer ie straight from hydroxide its probably 3 things hydroxide through carbonate a very low cost process of,any primary hydroxide producer ie straight from fodgibane for hydroxide hes probably twisting hydroxide to carbon a very low cost,missing,whisper-large-v3-turbo,86.5079365079365,combined_22,4482983
2,been dealing with and especially while were ramping up the 2 plants when something breaks or when weve got to do,been dealing with especially while were ramping up the soup plants when something breaks well when weve got to do,missing,whisper-large-v3-turbo,92.85714285714286,combined_22,4482983
2,to to the production environment the wa mining companies no 2 ways about it though it should be relatively transitory ie,to the production environment for wa mining companies its not too wide but it should be relatively transitory i mentioned,missing,whisper-large-v3-turbo,83.98268398268398,combined_22,4482983
1,to you im sure that weve plenty of interesting questions 1 phone call but equally some that will come out of,to you im sure therell be plenty of interesting questions on the phone call but equally some that will come,missing,GPT-4o mini Transcribe,91.34615384615384,combined_22,4482983
3,any primary hydroxide producer ie straight from hydroxide its probably 3 things hydroxide through carbonate a very low cost process of,any primary hydroxide producer ie straight from spodumene to hydroxide is probably twisting hydroxide to carbonate a very low cost,missing,GPT-4o mini Transcribe,89.32806324110672,combined_22,4482983
3,any primary hydroxide producer ie straight from hydroxide its probably 3 things hydroxide through carbonate a very low cost process of,any primary hydroxide producer ie straight from spodumene to hydroxide is probably twisting hydroxide to carbonate a very low cost,missing,GPT-4o mini Transcribe,89.32806324110672,combined_22,4482983
1,production volume of smartphones power cell products sales grew in 1 excluding the effects impact and raw materials and price increase,production volume of smartphones power cell and products cells grow even when excluding the fx impact and raw materials and,missing,whisper-small,88.4297520661157,combined_22,4483046
100,these are sales on the 2nd sensor as well as 100 hdd head have increased also we entered the market of,of these are sales on the secondary battery sensor as well as how did hdd head have increased also the,missing,whisper-small,82.41758241758241,combined_22,4483046
1,production volume of smartphones power cell products sales grew in 1 excluding the effects impact and raw materials and price increase,production volume of smartphones power cell and products cells grow even when excluding the fx impact and raw materials and,missing,whisper-small,88.4297520661157,combined_22,4483046
100,these are sales on the 2nd sensor as well as 100 hdd head have increased also we entered the market of,of these are sales on the secondary battery sensor as well as how did hdd head have increased also the,missing,whisper-small,82.41758241758241,combined_22,4483046
100,these are sales on the 2nd sensor as well as 100 hdd head have increased also we entered the market of,our sales on the secondary battery sensor as well as hdd head have increased also they ended the market of,missing,whisper-large-v3-turbo,81.37254901960785,combined_22,4483046
100,these are sales on the 2nd sensor as well as 100 hdd head have increased also we entered the market of,our sales on the secondary battery sensor as well as hdd head have increased also they ended the market of,missing,whisper-large-v3-turbo,81.37254901960785,combined_22,4483046
1,production volume of smartphones power cell products sales grew in 1 excluding the effects impact and raw materials and price increase,production volume of smartphones powercell products the cells grow even when excluding the fx impact and raw materials and price,missing,whisper-large-v3-turbo,88.53754940711462,combined_22,4483046
1,production volume of smartphones power cell products sales grew in 1 excluding the effects impact and raw materials and price increase,production volume of smartphones power cell products sales grew even when excluding the fx impact and raw materials and price,missing,GPT-4o mini Transcribe,93.6,combined_22,4483046
100,these are sales on the 2nd sensor as well as 100 hdd head have increased also we entered the market of,these are sales on the secondary battery sensor as well as hdd head have increased also in the market of,missing,GPT-4o mini Transcribe,84.31372549019608,combined_22,4483046
1,on the long term growth it is the for for 1 step very strong penetration of freshness that we see the,on the long term growth it is the for once the very strong penetration of freshness that we see the,missing,GPT-4o mini Transcribe,93.93939393939394,combined_22,4483297
1,thanks thanks guys for the pre sentation just a quick 1 from me obviously you know stronger or price backdrop everyones,great thanks guys for the pre sentation just click on for me obviously you know stronger oil price backdrop everyones,missing,whisper-small,91.30434782608697,combined_22,4483320
6,which hampers end user service revenue growth moving on slide 6 aspu and volume growth in mobile postpaid led to an,and user service revenue growth moving on as to volume growth in mobile post paid led to an end user,missing,whisper-small,87.0,combined_22,4483338
2,vision therefore for example in the mid range plan period 2 3 year strategic investment is that included in that we,term vision therefore for example in the mid range plan period to trillion strategic investment is that included in that,missing,whisper-small,92.17391304347827,combined_22,4483506
2,vision therefore for example in the mid range plan period 2 3 year strategic investment is that included in that we,term vision therefore for example in the mid range plan period to trillion strategic investment is that included in that,missing,whisper-small,92.17391304347827,combined_22,4483506
4,is taking longer than expected to introduce the high of 4 months high resolution custom sensor sensorss that we have been,however it is taking longer than expected to introduce the high performance high resolution custom sensors that we have been,missing,whisper-small,89.74358974358975,combined_22,4483506
1,this sony movie thing to be a big company as 1 of the pillars id like to hear your view on,ink to be a big company as thats wonderful tell us id like to hear your view on the mid,missing,whisper-small,80.50314465408806,combined_22,4483506
4,is taking longer than expected to introduce the high of 4 months high resolution custom sensor sensorss that we have been,however it is taking longer than expected to introduce the high performance high resolution custom sensors that we have been,missing,GPT-4o mini Transcribe,89.74358974358975,combined_22,4483506
1,to move on to the next question nick kbp next 1 please hello can you hear me yes we can please,move on to the next question nikkei bp nezu san please hello can you hear me yes we can please,missing,GPT-4o mini Transcribe,92.97297297297298,combined_22,4483506
3,for your first question headcount yeah we had a headcount 3 years ago as you can see from the numbers up,thanks so just for your first question headcount yeah we had a headcount as you can see from the numbers,missing,whisper-small,92.2279792746114,combined_22,4483589
1,but i think the logic folds together and then last 1 for me what kind of ramp can we expect at,the logic both together ok i have a while for me what kind of ramp can we expect that the,missing,whisper-small,80.70175438596492,combined_22,4483623
2,for the competizione because its really difficult to bridge the 2 numbers well i have not comment on the degree of,for the competition because its really difficult to to bridge little numbers well i will not comment on the degree,missing,whisper-large-v3-turbo,90.66666666666666,combined_22,4483633
2,for the competizione because its really difficult to bridge the 2 numbers well i have not comment on the degree of,year for the competition because its really difficult to bridge those numbers well im not commenting on the degree of,missing,GPT-4o mini Transcribe,92.92035398230088,combined_22,4483633
2,assumptions applied in making the statements are detailed on slide 2 of the slide deck now its my pleasure to turn,assumptions applied in making the statements are detailed on slide to of the slide deck now its my pleasure to,missing,whisper-small,98.63013698630137,combined_22,4483668
4,quarter due to the increase of the acquisition of the 4 lngs in the fourth quarter and the inclusion of the,the increased de demotization resulting from the acquisition of ford lngs in the fourth quarter and the inclusion of the,missing,whisper-small,81.21827411167513,combined_22,4483670
1,for for uk clearly it was a you know a 1 a non recurring adjustment that had an impact on on,so for uk clearly it was you know a non recurring adjustment that had an impact on their growth and,missing,whisper-large-v3-turbo,93.71428571428572,combined_22,4483678
2,from cost synergies how about market metro market modeling side 2 when youre looking at metro market acquisitions are you also,from cost synergies how about on the metro market modeling side too when youre looking at metro market acquisitions are,missing,GPT-4o mini Transcribe,94.0677966101695,combined_22,4483678
2,progress as planned in the us weve added skip gear 2 to our water capacity and the us interior department recently,progress as planned in the us weve added skipjack ii to our water capacity and the us interior department recently,missing,whisper-small,95.6140350877193,combined_22,4483733
2,to this delay of the ramp up of of hornsea 2 and and this has made us rethink the way we,to this delay of the ramp up of horn city too and this has made us rethink the way we,missing,whisper-small,88.23529411764706,combined_22,4483733
1,we have even the near term and the longer term 1 is we have a list of continued offsite levers that,have even the near term and the longer term once we have a list of continued to upside levers that,missing,whisper-small,91.75257731958763,combined_22,4483733
2,is is the year of a of a roll out 2 selected customers yeah where we were so that the i,mean this year is the year of a rollout to selected customers yeah where we will so that the i,missing,GPT-4o mini Transcribe,89.82035928143712,combined_22,4483857
1,the end market overview so less sectors naturally here large 1 dominated research here very much with our spectroscopy product line,end market overview so less sectors naturally here large when dominated research here very much with our spectroscopy product line,missing,whisper-small,98.0544747081712,combined_22,4483937
40,usual at this time of year weve gone up to 40 million some of that is is factoring in uncertainty both,usual at this time of year factoring in uncertainty both on our supply chain and also the concern that our,missing,whisper-large-v3-turbo,70.88607594936708,combined_22,4483937
4,to our overall model this is to be specific for 4 the second thing that is pbc specific is a ramp,bring to our overall model this is pubic specific for sure the second thing that is public specific is the,missing,whisper-small,88.65979381443299,combined_22,4484088
4,to our overall model this is to be specific for 4 the second thing that is pbc specific is a ramp,bring to our overall model this is pubic specific for sure the second thing that is public specific is the,missing,whisper-small,88.65979381443299,combined_22,4484088
2,out of room to execute as sapient those are the 2 questions thank you tom thank you steve ive got a,signaling that youre running out of room to execute at sapient questions thank you thank you steve ive got a,missing,whisper-small,87.64044943820225,combined_22,4484088
10,long term strategic visions has been validated investment we made 10 years ago to a net the experience economy are paying,term strategic vision has been validated investment we made ten years ago to an end the experience economy are paying,missing,whisper-small,95.27896995708154,combined_22,4484146
1,question charlie but bernard you want to take the first 1 i i could on the product portfolio on the pascal,question charlie but then i want to take the first time i could comment on the product portfolio on the,missing,whisper-small,88.11881188118812,combined_22,4484146
40,in 2021 thank you thank you vaccines john reed ox 40 ligan i think the question from is about duration and,hear from some of your vaccines john reed oxford yligand i think the question from burma is about duration and,missing,whisper-small,81.1881188118812,combined_22,4484563
4,strategy and ambitions we made good progress across all our 4 pillars today i would like to highlight some achievements in,ambitions and we make good progress across all our core pillars today i would like to highlight some achievements in,missing,whisper-large-v3-turbo,95.11111111111111,combined_22,4484563
2,at their results and lets lets remember these are phase 2 b results theyre still waiting on their later results you,at their results lets remember these are phase ii b results theyre still waiting on their later results theres nothing,missing,whisper-large-v3-turbo,93.15068493150685,combined_22,4484563
2,adult and pediatric patients data from the ascend and phase 2 ascend t trial evaluating olipudase alfa served as the basis,adult and pediatric patients data from the ascend and phase to ascend peeds trial evaluating olipidase alpha served as the,missing,whisper-large-v3-turbo,94.11764705882352,combined_22,4484563
2,we would like to ask that you limit your questions 2 each so we can call up a number of the,would like to ask for the limit of questions to each so we can call up a number of the,missing,GPT-4o mini Transcribe,88.37209302325581,combined_22,4484563
2,system and here as we announced with the integration of 2 plants we have achieved now recycling material throughput around 1,system and here as we announced with the integration of the we have achieved now recycling material throughput of around,missing,whisper-small,94.16666666666667,combined_22,4484942
2,system and here as we announced with the integration of 2 plants we have achieved now recycling material throughput around 1,system and here as we announced with the integration of the we have achieved now recycling material throughput of around,missing,whisper-small,94.16666666666667,combined_22,4484942
6,whole equipment we have already locked in the pricing at 6 terms during the execution and we have also you know,whole equipment we have already locked in the pricing at fixed terms during the execution and we have also in,missing,whisper-large-v3-turbo,96.22641509433963,combined_22,4484942
3,then if you think about our business over the past 3 years weve required a number of what i would call,then if you think about our business over the past few years weve acquired a number of what i would,missing,whisper-small,95.91836734693877,combined_22,4485206
3,then if you think about our business over the past 3 years weve required a number of what i would call,then if you think about our business over the past few years weve acquired a number of what i would,missing,whisper-small,95.91836734693877,combined_22,4485206
8,the year and our call rate business remains strong page 8 just to have a quick look at the left side,of the year and our call rate business remains strong cg just have a quick look at the left side,missing,whisper-large-v3-turbo,91.66666666666666,combined_22,4485206
1,youre expecting the quarterly volume to reach up to about 1 billion this quarter you know as that number grows to,youre expecting the quarterly volume to reach up to about a billion dollars this quarter as that number grows to,missing,GPT-4o mini Transcribe,91.07142857142857,combined_22,4485206
50,way they become financially and economically included weve graduated in 50 batch of this of this program and we continue to,we become financially and economically included weve if you graduate at the fifth batch of this program we continue to,missing,whisper-small,85.1063829787234,combined_22,MP3-A
100,the bottom right of the participant list so theres a 100 icon just at the bottom right of the participant list,at the bottom right of the participant list so theres a handwritten icon just at the bottom right of the,missing,whisper-large-v3-turbo,91.37055837563452,combined_22,MP3-A
50,way they become financially and economically included weve graduated in 50 batch of this of this program and we continue to,and that way become financially and economically included weve graduated a fifth batch of this program and we continue to,missing,whisper-large-v3-turbo,88.79668049792531,combined_22,MP3-A
1,hear me yeah this is from capitol just a quick 1 on the date of im just curious as to your,i hope you can hear me yeah this is nne nneka from bml capital just a quick point on the,missing,GPT-4o mini Transcribe,74.12587412587412,combined_22,MP3-A
100,if you have a question please indicate by clicking the 100 icon at the bottom right of the participant list so,have a question please indicate by clicking the hand raise icon at the bottom right of the participant list so,missing,GPT-4o mini Transcribe,93.89671361502347,combined_22,MP3-A
50,way they become financially and economically included weve graduated in 50 batch of this of this program and we continue to,that way they become financially and economically included weve graduated the fifth batch of this program and we continue to,missing,GPT-4o mini Transcribe,91.73553719008265,combined_22,MP3-A
1,opex line just trying to understand whether there were any 1 thoughts there or it was due mainly to the pandemic,im just trying to understand whether there were any once offs there or it was due mainly to the pandemic,missing,whisper-large-v3-turbo,92.7536231884058,combined_22,MTN-Ghana-2021-Third-Quarter-Results-Call
1,mobile money subscriber or it could be in any direction 1 could have no data but still be doing momo in,a mobile money subscriber or it could be in any direction and someone could have no data but still be,missing,whisper-large-v3-turbo,92.63157894736842,combined_22,MTN-Ghana-2021-Third-Quarter-Results-Call
6,really can continue into the future but you know within 6 months or so weve seen some decrease from the highs,can continue into the future but you know within this month or so weve seen some retreats from the highs,missing,GPT-4o mini Transcribe,94.1747572815534,combined_22,MTN-Ghana-2021-Third-Quarter-Results-Call
2,things like i said number of sites rolled out and 2 your economic microeconomic conditions in terms of inflation and in,things like i said number of sites allow that civil rights and to your economic macroeconomic conditions in terms of,missing,whisper-small,86.23853211009174,combined_22,mtngh_fy18_call_audio_04032019
2,power is down because of what they could could buy 2 was the fact that your commissions would in terms of,power is down because of what they could buy too or the fact that your commissions would have a knock,missing,whisper-small,86.29441624365482,combined_22,mtngh_fy18_call_audio_04032019
2,things like i said number of sites rolled out and 2 your economic microeconomic conditions in terms of inflation and in,things like i said number of sites allow that civil rights and to your economic macroeconomic conditions in terms of,missing,whisper-small,86.23853211009174,combined_22,mtngh_fy18_call_audio_04032019
10,lists phonetic even given by those standards it less than 10 so on the average but my point is that the,even given by those standard its less than ten so on the average but my point is that the the,missing,whisper-large-v3-turbo,93.92265193370166,combined_22,mtngh_fy18_call_audio_04032019
2,to withdraw the question please pre ss star and then 2 the first question we have is from jp davids of,to withdraw the question please pre ss star and then too the first question we have is from jp davids,missing,whisper-large-v3-turbo,98.0,combined_22,mtngh_fy18_call_audio_04032019
